source,target,timestamp,label,feature
68,116,32,0,0
12,117,32,0,0
75,118,32,0,0
76,118,32,0,0
1,2,33,0,0
1,3,33,0,0
4,5,33,0,0
3,5,33,0,0
5,6,33,0,0
6,7,33,0,0
8,9,33,0,0
8,5,33,0,0
9,10,33,0,0
4,11,33,0,0
5,11,33,0,0
11,12,33,0,0
2,12,33,0,0
3,12,33,0,0
7,12,33,0,0
11,13,33,0,0
12,14,33,0,0
13,15,33,0,0
14,15,33,0,0
12,16,33,0,0
15,17,33,0,0
16,17,33,0,0
17,18,33,0,0
18,19,33,0,0
19,20,33,0,0
15,19,33,0,0
20,21,33,0,0
21,22,33,0,0
22,23,33,0,0
23,24,33,0,0
23,25,33,0,0
26,25,33,0,0
25,27,33,0,0
27,28,33,0,0
28,29,33,0,0
30,17,33,0,0
8,30,33,0,0
26,30,33,0,0
17,31,33,0,0
29,31,33,0,0
23,32,33,0,0
31,32,33,0,0
27,32,33,0,0
15,33,33,0,0
19,34,33,0,0
35,36,33,0,0
35,37,33,0,0
33,37,33,0,0
34,36,33,0,0
34,37,33,0,0
38,37,33,0,0
37,39,33,0,0
37,40,33,0,0
30,38,33,0,0
39,40,33,0,0
40,41,33,0,0
40,42,33,0,0
41,42,33,0,0
43,44,33,0,0
34,43,33,0,0
44,45,33,0,0
45,46,33,0,0
46,47,33,0,0
46,48,33,0,0
47,49,33,0,0
45,49,33,0,0
48,49,33,0,0
49,50,33,0,0
49,51,33,0,0
51,52,33,0,0
52,53,33,0,0
53,54,33,0,0
49,54,33,0,0
54,55,33,0,0
54,56,33,0,0
56,57,33,0,0
50,57,33,0,0
56,58,33,0,0
51,58,33,0,0
54,59,33,0,0
56,59,33,0,0
59,60,33,0,0
59,61,33,0,0
60,61,33,0,0
60,62,33,0,0
61,62,33,0,0
63,59,33,0,0
63,64,33,0,0
64,61,33,0,0
38,65,33,0,0
64,65,33,0,0
49,66,33,0,0
62,66,33,0,0
62,67,33,0,0
65,66,33,0,0
66,67,33,0,0
65,68,33,0,0
47,69,33,0,0
49,69,33,0,0
68,69,33,0,0
69,70,33,0,0
24,70,33,0,0
70,71,33,0,0
24,72,33,0,0
71,72,33,0,0
71,73,33,0,0
70,74,33,0,0
70,75,33,0,0
69,75,33,0,0
74,75,33,0,0
76,77,33,0,0
69,77,33,0,0
75,77,33,0,0
77,78,33,0,0
78,79,33,0,0
77,80,33,0,0
79,80,33,0,0
68,81,33,0,0
81,80,33,0,0
77,82,33,0,0
82,83,33,0,0
83,84,33,0,0
83,85,33,0,0
84,85,33,0,0
85,86,33,0,0
86,87,33,0,0
85,88,33,0,0
85,89,33,0,0
88,89,33,0,0
89,90,33,0,0
90,91,33,0,0
89,92,33,0,0
91,92,33,0,0
92,93,33,0,0
92,94,33,0,0
93,94,33,0,0
94,95,33,0,0
80,96,33,0,0
82,96,33,0,0
94,96,33,0,0
80,97,33,0,0
80,98,33,0,0
80,99,33,0,0
92,100,33,0,0
94,100,33,0,0
95,96,33,0,0
96,97,33,0,0
98,100,33,0,0
99,100,33,0,0
100,101,33,0,0
92,102,33,0,0
101,102,33,0,0
100,103,33,0,0
100,104,33,0,0
103,104,33,0,0
103,105,33,0,0
100,106,33,0,0
104,105,33,0,0
105,106,33,0,0
105,107,33,0,0
105,108,33,0,0
106,107,33,0,0
108,109,33,0,0
103,110,33,0,0
109,110,33,0,0
110,111,33,0,0
110,112,33,0,0
17,113,33,0,0
32,113,33,0,0
32,114,33,0,0
27,115,33,0,0
114,115,33,0,0
68,116,33,0,0
12,117,33,0,0
75,118,33,0,0
76,118,33,0,0
1,2,34,0,0
1,3,34,0,0
4,5,34,0,0
3,5,34,0,0
5,6,34,0,0
6,7,34,0,0
8,9,34,0,0
8,5,34,0,0
9,10,34,0,0
4,11,34,0,0
5,11,34,0,0
11,12,34,0,0
2,12,34,0,0
3,12,34,0,0
7,12,34,0,0
11,13,34,0,0
12,14,34,0,0
13,15,34,0,0
14,15,34,0,0
12,16,34,0,0
15,17,34,0,0
16,17,34,0,0
17,18,34,0,0
18,19,34,0,0
19,20,34,0,0
15,19,34,0,0
20,21,34,0,0
21,22,34,0,0
22,23,34,0,0
23,24,34,0,0
23,25,34,0,0
26,25,34,0,0
25,27,34,0,0
27,28,34,0,0
28,29,34,0,0
30,17,34,0,0
8,30,34,0,0
26,30,34,0,0
17,31,34,0,0
29,31,34,0,0
23,32,34,0,0
31,32,34,0,0
27,32,34,0,0
15,33,34,0,0
19,34,34,0,0
35,36,34,0,0
35,37,34,0,0
33,37,34,0,0
34,36,34,0,0
34,37,34,0,0
38,37,34,0,0
37,39,34,0,0
37,40,34,0,0
30,38,34,0,0
39,40,34,0,0
40,41,34,0,0
40,42,34,0,0
41,42,34,0,0
43,44,34,0,0
34,43,34,0,0
44,45,34,0,0
45,46,34,0,0
46,47,34,0,0
46,48,34,0,0
47,49,34,0,0
45,49,34,0,0
48,49,34,0,0
49,50,34,0,0
49,51,34,0,0
51,52,34,0,0
52,53,34,0,0
53,54,34,0,0
49,54,34,0,0
54,55,34,0,0
54,56,34,0,0
56,57,34,0,0
50,57,34,0,0
56,58,34,0,0
51,58,34,0,0
54,59,34,0,0
56,59,34,0,0
59,60,34,0,0
59,61,34,0,0
60,61,34,0,0
60,62,34,0,0
61,62,34,0,0
63,59,34,0,0
63,64,34,0,0
64,61,34,0,0
38,65,34,0,0
64,65,34,0,0
49,66,34,0,0
62,66,34,0,0
62,67,34,0,0
65,66,34,0,0
66,67,34,0,0
65,68,34,0,0
47,69,34,0,0
49,69,34,0,0
68,69,34,0,0
69,70,34,0,0
24,70,34,0,0
70,71,34,0,0
24,72,34,0,0
71,72,34,0,0
71,73,34,0,0
70,74,34,0,0
70,75,34,0,0
69,75,34,0,0
74,75,34,0,0
76,77,34,0,0
69,77,34,0,0
75,77,34,0,0
77,78,34,0,0
78,79,34,0,0
77,80,34,0,0
79,80,34,0,0
68,81,34,0,0
81,80,34,0,0
77,82,34,0,0
82,83,34,0,0
83,84,34,0,0
83,85,34,0,0
84,85,34,0,0
85,86,34,0,0
86,87,34,0,0
85,88,34,0,0
85,89,34,0,0
88,89,34,0,0
89,90,34,0,0
90,91,34,0,0
89,92,34,0,0
91,92,34,0,0
92,93,34,0,0
92,94,34,0,0
93,94,34,0,0
94,95,34,0,0
80,96,34,0,0
82,96,34,0,0
94,96,34,0,0
80,97,34,0,0
80,98,34,0,0
80,99,34,0,0
92,100,34,0,0
94,100,34,0,0
95,96,34,0,0
96,97,34,0,0
98,100,34,0,0
99,100,34,0,0
100,101,34,0,0
92,102,34,0,0
101,102,34,0,0
100,103,34,0,0
100,104,34,0,0
103,104,34,0,0
103,105,34,0,0
100,106,34,0,0
104,105,34,0,0
105,106,34,0,0
105,107,34,0,0
105,108,34,0,0
106,107,34,0,0
108,109,34,0,0
103,110,34,0,0
109,110,34,0,0
110,111,34,0,0
110,112,34,0,0
17,113,34,0,0
32,113,34,0,0
32,114,34,0,0
27,115,34,0,0
114,115,34,0,0
68,116,34,0,0
12,117,34,0,0
75,118,34,0,0
76,118,34,0,0
1,2,35,0,0
1,3,35,0,0
4,5,35,0,0
3,5,35,0,0
5,6,35,0,0
6,7,35,0,0
8,9,35,0,0
8,5,35,0,0
9,10,35,0,0
4,11,35,0,0
5,11,35,0,0
11,12,35,0,0
2,12,35,0,0
3,12,35,0,0
7,12,35,0,0
11,13,35,0,0
12,14,35,0,0
13,15,35,0,0
14,15,35,0,0
12,16,35,0,0
15,17,35,0,0
16,17,35,0,0
17,18,35,0,0
18,19,35,0,0
19,20,35,0,0
15,19,35,0,0
20,21,35,0,0
21,22,35,0,0
22,23,35,0,0
23,24,35,0,0
23,25,35,0,0
26,25,35,0,0
25,27,35,0,0
27,28,35,0,0
28,29,35,0,0
30,17,35,0,0
8,30,35,0,0
26,30,35,0,0
17,31,35,0,0
29,31,35,0,0
23,32,35,0,0
31,32,35,0,0
27,32,35,0,0
15,33,35,0,0
19,34,35,0,0
35,36,35,0,0
35,37,35,0,0
33,37,35,0,0
34,36,35,0,0
34,37,35,0,0
38,37,35,0,0
37,39,35,0,0
37,40,35,0,0
30,38,35,0,0
39,40,35,0,0
40,41,35,0,0
40,42,35,0,0
41,42,35,0,0
43,44,35,0,0
34,43,35,0,0
44,45,35,0,0
45,46,35,0,0
46,47,35,0,0
46,48,35,0,0
47,49,35,0,0
45,49,35,0,0
48,49,35,0,0
49,50,35,0,0
49,51,35,0,0
51,52,35,0,0
52,53,35,0,0
53,54,35,0,0
49,54,35,0,0
54,55,35,0,0
54,56,35,0,0
56,57,35,0,0
50,57,35,0,0
56,58,35,0,0
51,58,35,0,0
54,59,35,0,0
56,59,35,0,0
59,60,35,0,0
59,61,35,0,0
60,61,35,0,0
60,62,35,0,0
61,62,35,0,0
63,59,35,0,0
63,64,35,0,0
64,61,35,0,0
38,65,35,0,0
64,65,35,0,0
49,66,35,0,0
62,66,35,0,0
62,67,35,0,0
65,66,35,0,0
66,67,35,0,0
65,68,35,0,0
47,69,35,0,0
49,69,35,0,0
68,69,35,0,0
69,70,35,0,0
24,70,35,0,0
70,71,35,0,0
24,72,35,0,0
71,72,35,0,0
71,73,35,0,0
70,74,35,0,0
70,75,35,0,0
69,75,35,0,0
74,75,35,0,0
76,77,35,0,0
69,77,35,0,0
75,77,35,0,0
77,78,35,0,0
78,79,35,0,0
77,80,35,0,0
79,80,35,0,0
68,81,35,0,0
81,80,35,0,0
77,82,35,0,0
82,83,35,0,0
83,84,35,0,0
83,85,35,0,0
84,85,35,0,0
85,86,35,0,0
86,87,35,0,0
85,88,35,0,0
85,89,35,0,0
88,89,35,0,0
89,90,35,0,0
90,91,35,0,0
89,92,35,0,0
91,92,35,0,0
92,93,35,0,0
92,94,35,0,0
93,94,35,0,0
94,95,35,0,0
80,96,35,0,0
82,96,35,0,0
94,96,35,0,0
80,97,35,0,0
80,98,35,0,0
80,99,35,0,0
92,100,35,0,0
94,100,35,0,0
95,96,35,0,0
96,97,35,0,0
98,100,35,0,0
99,100,35,0,0
100,101,35,0,0
92,102,35,0,0
101,102,35,0,0
100,103,35,0,0
100,104,35,0,0
103,104,35,0,0
103,105,35,0,0
100,106,35,0,0
104,105,35,0,0
105,106,35,0,0
105,107,35,0,0
105,108,35,0,0
106,107,35,0,0
108,109,35,0,0
103,110,35,0,0
109,110,35,0,0
110,111,35,0,0
110,112,35,0,0
17,113,35,0,0
32,113,35,0,0
32,114,35,0,0
27,115,35,0,0
114,115,35,0,0
68,116,35,0,0
12,117,35,0,0
75,118,35,0,0
76,118,35,0,0
1,2,36,0,0
1,3,36,0,0
4,5,36,0,0
3,5,36,0,0
5,6,36,0,0
6,7,36,0,0
8,9,36,0,0
8,5,36,0,0
9,10,36,0,0
4,11,36,0,0
5,11,36,0,0
11,12,36,0,0
2,12,36,0,0
3,12,36,0,0
7,12,36,0,0
11,13,36,0,0
12,14,36,0,0
13,15,36,0,0
14,15,36,0,0
12,16,36,0,0
15,17,36,0,0
16,17,36,0,0
17,18,36,0,0
18,19,36,0,0
19,20,36,0,0
15,19,36,0,0
20,21,36,0,0
21,22,36,0,0
22,23,36,0,0
23,24,36,0,0
23,25,36,0,0
26,25,36,0,0
25,27,36,0,0
27,28,36,0,0
28,29,36,0,0
30,17,36,0,0
8,30,36,0,0
26,30,36,0,0
17,31,36,0,0
29,31,36,0,0
23,32,36,0,0
31,32,36,0,0
27,32,36,0,0
15,33,36,0,0
19,34,36,0,0
35,36,36,0,0
35,37,36,0,0
33,37,36,0,0
34,36,36,0,0
34,37,36,0,0
38,37,36,0,0
37,39,36,0,0
37,40,36,0,0
30,38,36,0,0
39,40,36,0,0
40,41,36,0,0
40,42,36,0,0
41,42,36,0,0
43,44,36,0,0
34,43,36,0,0
44,45,36,0,0
45,46,36,0,0
46,47,36,0,0
46,48,36,0,0
47,49,36,0,0
42,49,36,0,0
45,49,36,0,0
48,49,36,0,0
49,50,36,0,0
49,51,36,0,0
51,52,36,0,0
52,53,36,0,0
53,54,36,0,0
49,54,36,0,0
54,55,36,0,0
54,56,36,0,0
55,56,36,0,0
56,57,36,0,0
50,57,36,0,0
56,58,36,0,0
51,58,36,0,0
54,59,36,0,0
56,59,36,0,0
55,59,36,0,0
59,60,36,0,0
59,61,36,0,0
60,61,36,0,0
60,62,36,0,0
61,62,36,0,0
63,59,36,0,0
63,64,36,0,0
64,61,36,0,0
38,65,36,0,0
64,65,36,0,0
49,66,36,0,0
62,66,36,0,0
62,67,36,0,0
65,66,36,0,0
66,67,36,0,0
65,68,36,0,0
47,69,36,0,0
49,69,36,0,0
68,69,36,0,0
69,70,36,0,0
24,70,36,0,0
70,71,36,0,0
24,72,36,0,0
71,72,36,0,0
71,73,36,0,0
70,74,36,0,0
70,75,36,0,0
69,75,36,0,0
74,75,36,0,0
76,77,36,0,0
69,77,36,0,0
75,77,36,0,0
77,78,36,0,0
78,79,36,0,0
77,80,36,0,0
79,80,36,0,0
68,81,36,0,0
81,80,36,0,0
77,82,36,0,0
82,83,36,0,0
83,84,36,0,0
83,85,36,0,0
84,85,36,0,0
85,86,36,0,0
86,87,36,0,0
85,88,36,0,0
85,89,36,0,0
88,89,36,0,0
89,90,36,0,0
90,91,36,0,0
89,92,36,0,0
91,92,36,0,0
92,93,36,0,0
92,94,36,0,0
93,94,36,0,0
94,95,36,0,0
80,96,36,0,0
82,96,36,0,0
94,96,36,0,0
80,97,36,0,0
80,98,36,0,0
80,99,36,0,0
92,100,36,0,0
94,100,36,0,0
95,96,36,0,0
96,97,36,0,0
98,100,36,0,0
99,100,36,0,0
100,101,36,0,0
92,102,36,0,0
101,102,36,0,0
100,103,36,0,0
100,104,36,0,0
103,104,36,0,0
103,105,36,0,0
100,106,36,0,0
106,107,36,0,0
108,109,36,0,0
103,110,36,0,0
109,110,36,0,0
110,111,36,0,0
110,112,36,0,0
17,113,36,0,0
32,113,36,0,0
32,114,36,0,0
27,115,36,0,0
114,115,36,0,0
68,116,36,0,0
12,117,36,0,0
75,118,36,0,0
76,118,36,0,0
1,2,37,0,0
1,3,37,0,0
4,5,37,0,0
3,5,37,0,0
5,6,37,0,0
6,7,37,0,0
8,9,37,0,0
8,5,37,0,0
9,10,37,0,0
4,11,37,0,0
5,11,37,0,0
11,12,37,0,0
2,12,37,0,0
3,12,37,0,0
7,12,37,0,0
11,13,37,0,0
12,14,37,0,0
13,15,37,0,0
14,15,37,0,0
12,16,37,0,0
15,17,37,0,0
16,17,37,0,0
17,18,37,0,0
18,19,37,0,0
19,20,37,0,0
15,19,37,0,0
20,21,37,0,0
21,22,37,0,0
22,23,37,0,0
23,24,37,0,0
23,25,37,0,0
26,25,37,0,0
25,27,37,0,0
27,28,37,0,0
28,29,37,0,0
30,17,37,0,0
8,30,37,0,0
26,30,37,0,0
17,31,37,0,0
29,31,37,0,0
23,32,37,0,0
31,32,37,0,0
27,32,37,0,0
15,33,37,0,0
19,34,37,0,0
35,36,37,0,0
35,37,37,0,0
33,37,37,0,0
34,36,37,0,0
34,37,37,0,0
38,37,37,0,0
37,39,37,0,0
37,40,37,0,0
30,38,37,0,0
39,40,37,0,0
40,41,37,0,0
40,42,37,0,0
41,42,37,0,0
43,44,37,0,0
34,43,37,0,0
44,45,37,0,0
45,46,37,0,0
46,47,37,0,0
46,48,37,0,0
47,49,37,0,0
42,49,37,0,0
45,49,37,0,0
48,49,37,0,0
49,50,37,0,0
49,51,37,0,0
51,52,37,0,0
52,53,37,0,0
53,54,37,0,0
49,54,37,0,0
54,55,37,0,0
54,56,37,0,0
55,56,37,0,0
56,57,37,0,0
50,57,37,0,0
56,58,37,0,0
51,58,37,0,0
54,59,37,0,0
56,59,37,0,0
55,59,37,0,0
59,60,37,0,0
59,61,37,0,0
60,61,37,0,0
60,62,37,0,0
61,62,37,0,0
63,59,37,0,0
63,64,37,0,0
64,61,37,0,0
38,65,37,0,0
64,65,37,0,0
49,66,37,0,0
62,66,37,0,0
62,67,37,0,0
65,66,37,0,0
66,67,37,0,0
65,68,37,0,0
47,69,37,0,0
49,69,37,0,0
68,69,37,0,0
69,70,37,0,0
24,70,37,0,0
70,71,37,0,0
24,72,37,0,0
71,72,37,0,0
71,73,37,0,0
70,74,37,0,0
70,75,37,0,0
69,75,37,0,0
74,75,37,0,0
76,77,37,0,0
69,77,37,0,0
75,77,37,0,0
77,78,37,0,0
78,79,37,0,0
77,80,37,0,0
79,80,37,0,0
68,81,37,0,0
81,80,37,0,0
77,82,37,0,0
82,83,37,0,0
83,84,37,0,0
83,85,37,0,0
84,85,37,0,0
85,86,37,0,0
86,87,37,0,0
85,88,37,0,0
85,89,37,0,0
88,89,37,0,0
89,90,37,0,0
90,91,37,0,0
89,92,37,0,0
91,92,37,0,0
92,93,37,0,0
92,94,37,0,0
93,94,37,0,0
94,95,37,0,0
80,96,37,0,0
82,96,37,0,0
94,96,37,0,0
80,97,37,0,0
80,98,37,0,0
80,99,37,0,0
92,100,37,0,0
94,100,37,0,0
95,96,37,0,0
96,97,37,0,0
98,100,37,0,0
99,100,37,0,0
100,101,37,0,0
92,102,37,0,0
101,102,37,0,0
100,103,37,0,0
100,104,37,0,0
103,104,37,0,0
103,105,37,0,0
100,106,37,0,0
106,107,37,0,0
108,109,37,0,0
103,110,37,0,0
109,110,37,0,0
110,111,37,0,0
110,112,37,0,0
17,113,37,0,0
32,113,37,0,0
32,114,37,0,0
27,115,37,0,0
114,115,37,0,0
68,116,37,0,0
12,117,37,0,0
75,118,37,0,0
76,118,37,0,0
1,2,38,0,0
1,3,38,0,0
4,5,38,0,0
3,5,38,0,0
5,6,38,0,0
6,7,38,0,0
8,9,38,0,0
8,5,38,0,0
9,10,38,0,0
4,11,38,0,0
5,11,38,0,0
11,12,38,0,0
2,12,38,0,0
3,12,38,0,0
7,12,38,0,0
11,13,38,0,0
12,14,38,0,0
13,15,38,0,0
14,15,38,0,0
12,16,38,0,0
15,17,38,0,0
16,17,38,0,0
17,18,38,0,0
18,19,38,0,0
19,20,38,0,0
15,19,38,0,0
20,21,38,0,0
21,22,38,0,0
22,23,38,0,0
23,24,38,0,0
23,25,38,0,0
26,25,38,0,0
25,27,38,0,0
27,28,38,0,0
28,29,38,0,0
30,17,38,0,0
8,30,38,0,0
26,30,38,0,0
17,31,38,0,0
29,31,38,0,0
23,32,38,0,0
31,32,38,0,0
27,32,38,0,0
15,33,38,0,0
19,34,38,0,0
35,36,38,0,0
35,37,38,0,0
33,37,38,0,0
34,36,38,0,0
34,37,38,0,0
38,37,38,0,0
37,39,38,0,0
37,40,38,0,0
30,38,38,0,0
39,40,38,0,0
40,41,38,0,0
40,42,38,0,0
41,42,38,0,0
43,44,38,0,0
34,43,38,0,0
44,45,38,0,0
45,46,38,0,0
46,47,38,0,0
46,48,38,0,0
47,49,38,0,0
42,49,38,0,0
45,49,38,0,0
48,49,38,0,0
49,50,38,0,0
49,51,38,0,0
51,52,38,0,0
52,53,38,0,0
53,54,38,0,0
49,54,38,0,0
54,55,38,0,0
54,56,38,0,0
55,56,38,0,0
56,57,38,0,0
50,57,38,0,0
56,58,38,0,0
51,58,38,0,0
54,59,38,0,0
56,59,38,0,0
55,59,38,0,0
59,60,38,0,0
59,61,38,0,0
60,61,38,0,0
60,62,38,0,0
61,62,38,0,0
63,59,38,0,0
63,64,38,0,0
64,61,38,0,0
38,65,38,0,0
64,65,38,0,0
49,66,38,0,0
62,66,38,0,0
62,67,38,0,0
65,66,38,0,0
66,67,38,0,0
65,68,38,0,0
47,69,38,0,0
49,69,38,0,0
68,69,38,0,0
69,70,38,0,0
24,70,38,0,0
70,71,38,0,0
24,72,38,0,0
71,72,38,0,0
71,73,38,0,0
70,74,38,0,0
70,75,38,0,0
69,75,38,0,0
74,75,38,0,0
76,77,38,0,0
69,77,38,0,0
75,77,38,0,0
77,78,38,0,0
78,79,38,0,0
77,80,38,0,0
79,80,38,0,0
68,81,38,0,0
81,80,38,0,0
77,82,38,0,0
82,83,38,0,0
83,84,38,0,0
83,85,38,0,0
84,85,38,0,0
85,86,38,0,0
86,87,38,0,0
85,88,38,0,0
85,89,38,0,0
88,89,38,0,0
89,90,38,0,0
90,91,38,0,0
89,92,38,0,0
91,92,38,0,0
92,93,38,0,0
92,94,38,0,0
93,94,38,0,0
94,95,38,0,0
80,96,38,0,0
82,96,38,0,0
94,96,38,0,0
80,97,38,0,0
80,98,38,0,0
80,99,38,0,0
92,100,38,0,0
94,100,38,0,0
95,96,38,0,0
96,97,38,0,0
98,100,38,0,0
99,100,38,0,0
100,101,38,0,0
92,102,38,0,0
101,102,38,0,0
100,103,38,0,0
100,104,38,0,0
103,104,38,0,0
103,105,38,0,0
100,106,38,0,0
106,107,38,0,0
108,109,38,0,0
103,110,38,0,0
109,110,38,0,0
110,111,38,0,0
110,112,38,0,0
17,113,38,0,0
32,113,38,0,0
32,114,38,0,0
27,115,38,0,0
114,115,38,0,0
68,116,38,0,0
12,117,38,0,0
75,118,38,0,0
76,118,38,0,0
1,2,39,0,0
1,3,39,0,0
4,5,39,0,0
3,5,39,0,0
5,6,39,0,0
6,7,39,0,0
8,9,39,0,0
8,5,39,0,0
9,10,39,0,0
4,11,39,0,0
5,11,39,0,0
11,12,39,0,0
2,12,39,0,0
3,12,39,0,0
7,12,39,0,0
11,13,39,0,0
12,14,39,0,0
13,15,39,0,0
14,15,39,0,0
12,16,39,0,0
15,17,39,0,0
16,17,39,0,0
17,18,39,0,0
18,19,39,0,0
19,20,39,0,0
15,19,39,0,0
20,21,39,0,0
21,22,39,0,0
22,23,39,0,0
23,24,39,0,0
23,25,39,0,0
26,25,39,0,0
25,27,39,0,0
27,28,39,0,0
28,29,39,0,0
30,17,39,0,0
8,30,39,0,0
26,30,39,0,0
17,31,39,0,0
29,31,39,0,0
23,32,39,0,0
31,32,39,0,0
27,32,39,0,0
15,33,39,0,0
19,34,39,0,0
35,36,39,0,0
35,37,39,0,0
33,37,39,0,0
34,36,39,0,0
34,37,39,0,0
38,37,39,0,0
37,39,39,0,0
37,40,39,0,0
30,38,39,0,0
39,40,39,0,0
40,41,39,0,0
40,42,39,0,0
41,42,39,0,0
43,44,39,0,0
34,43,39,0,0
44,45,39,0,0
45,46,39,0,0
46,47,39,0,0
46,48,39,0,0
47,49,39,0,0
42,49,39,0,0
45,49,39,0,0
48,49,39,0,0
49,50,39,0,0
49,51,39,0,0
51,52,39,0,0
52,53,39,0,0
53,54,39,0,0
49,54,39,0,0
54,55,39,0,0
54,56,39,0,0
55,56,39,0,0
56,57,39,0,0
50,57,39,0,0
56,58,39,0,0
51,58,39,0,0
54,59,39,0,0
56,59,39,0,0
55,59,39,0,0
59,60,39,0,0
59,61,39,0,0
60,61,39,0,0
60,62,39,0,0
61,62,39,0,0
63,59,39,0,0
63,64,39,0,0
64,61,39,0,0
38,65,39,0,0
64,65,39,0,0
49,66,39,0,0
62,66,39,0,0
62,67,39,0,0
65,66,39,0,0
66,67,39,0,0
65,68,39,0,0
47,69,39,0,0
49,69,39,0,0
68,69,39,0,0
69,70,39,0,0
24,70,39,0,0
70,71,39,0,0
24,72,39,0,0
71,72,39,0,0
71,73,39,0,0
70,74,39,0,0
70,75,39,0,0
69,75,39,0,0
74,75,39,0,0
76,77,39,0,0
69,77,39,0,0
75,77,39,0,0
77,78,39,0,0
78,79,39,0,0
77,80,39,0,0
79,80,39,0,0
68,81,39,0,0
81,80,39,0,0
77,82,39,0,0
82,83,39,0,0
83,84,39,0,0
83,85,39,0,0
84,85,39,0,0
85,86,39,0,0
86,87,39,0,0
85,88,39,0,0
85,89,39,0,0
88,89,39,0,0
89,90,39,0,0
90,91,39,0,0
89,92,39,0,0
91,92,39,0,0
92,93,39,0,0
92,94,39,0,0
93,94,39,0,0
94,95,39,0,0
80,96,39,0,0
82,96,39,0,0
94,96,39,0,0
80,97,39,0,0
80,98,39,0,0
80,99,39,0,0
92,100,39,0,0
94,100,39,0,0
95,96,39,0,0
96,97,39,0,0
98,100,39,0,0
99,100,39,0,0
100,101,39,0,0
92,102,39,0,0
101,102,39,0,0
100,103,39,0,0
100,104,39,0,0
103,104,39,0,0
103,105,39,0,0
100,106,39,0,0
106,107,39,0,0
108,109,39,0,0
103,110,39,0,0
109,110,39,0,0
110,111,39,0,0
110,112,39,0,0
17,113,39,0,0
32,113,39,0,0
32,114,39,0,0
27,115,39,0,0
114,115,39,0,0
68,116,39,0,0
12,117,39,0,0
75,118,39,0,0
76,118,39,0,0
1,2,40,0,0
1,3,40,0,0
4,5,40,0,0
3,5,40,0,0
5,6,40,0,0
6,7,40,0,0
8,9,40,0,0
8,5,40,0,0
9,10,40,0,0
4,11,40,0,0
5,11,40,0,0
11,12,40,0,0
2,12,40,0,0
3,12,40,0,0
7,12,40,0,0
11,13,40,0,0
12,14,40,0,0
13,15,40,0,0
14,15,40,0,0
12,16,40,0,0
15,17,40,0,0
16,17,40,0,0
17,18,40,0,0
18,19,40,0,0
19,20,40,0,0
15,19,40,0,0
20,21,40,0,0
21,22,40,0,0
22,23,40,0,0
23,24,40,0,0
23,25,40,0,0
26,25,40,0,0
25,27,40,0,0
27,28,40,0,0
28,29,40,0,0
30,17,40,0,0
8,30,40,0,0
26,30,40,0,0
17,31,40,0,0
29,31,40,0,0
23,32,40,0,0
31,32,40,0,0
27,32,40,0,0
15,33,40,0,0
19,34,40,0,0
35,36,40,0,0
35,37,40,0,0
33,37,40,0,0
34,36,40,0,0
34,37,40,0,0
38,37,40,0,0
37,39,40,0,0
37,40,40,0,0
30,38,40,0,0
39,40,40,0,0
40,41,40,0,0
40,42,40,0,0
41,42,40,0,0
43,44,40,0,0
34,43,40,0,0
44,45,40,0,0
45,46,40,0,0
46,47,40,0,0
46,48,40,0,0
47,49,40,0,0
42,49,40,0,0
45,49,40,0,0
48,49,40,0,0
49,50,40,0,0
49,51,40,0,0
51,52,40,0,0
52,53,40,0,0
53,54,40,0,0
49,54,40,0,0
54,55,40,0,0
54,56,40,0,0
55,56,40,0,0
56,57,40,0,0
50,57,40,0,0
56,58,40,0,0
51,58,40,0,0
54,59,40,0,0
56,59,40,0,0
55,59,40,0,0
59,60,40,0,0
59,61,40,0,0
60,61,40,0,0
60,62,40,0,0
61,62,40,0,0
63,59,40,0,0
63,64,40,0,0
64,61,40,0,0
38,65,40,0,0
64,65,40,0,0
49,66,40,0,0
62,66,40,0,0
62,67,40,0,0
65,66,40,0,0
66,67,40,0,0
65,68,40,0,0
47,69,40,0,0
49,69,40,0,0
68,69,40,0,0
69,70,40,0,0
24,70,40,0,0
70,71,40,0,0
24,72,40,0,0
71,72,40,0,0
71,73,40,0,0
70,74,40,0,0
70,75,40,0,0
69,75,40,0,0
74,75,40,0,0
76,77,40,0,0
69,77,40,0,0
75,77,40,0,0
77,78,40,0,0
78,79,40,0,0
77,80,40,0,0
79,80,40,0,0
68,81,40,0,0
81,80,40,0,0
77,82,40,0,0
82,83,40,0,0
83,84,40,0,0
83,85,40,0,0
84,85,40,0,0
85,86,40,0,0
86,87,40,0,0
85,88,40,0,0
85,89,40,0,0
88,89,40,0,0
89,90,40,0,0
90,91,40,0,0
89,92,40,0,0
91,92,40,0,0
92,93,40,0,0
92,94,40,0,0
93,94,40,0,0
94,95,40,0,0
80,96,40,0,0
82,96,40,0,0
94,96,40,0,0
80,97,40,0,0
80,98,40,0,0
80,99,40,0,0
92,100,40,0,0
94,100,40,0,0
95,96,40,0,0
96,97,40,0,0
98,100,40,0,0
99,100,40,0,0
100,101,40,0,0
92,102,40,0,0
101,102,40,0,0
100,103,40,0,0
100,104,40,0,0
103,104,40,0,0
103,105,40,0,0
100,106,40,0,0
106,107,40,0,0
108,109,40,0,0
103,110,40,0,0
109,110,40,0,0
110,111,40,0,0
110,112,40,0,0
